# Bin 1,Bin 2,Bin 3,Bin 4,Bin 5,Bin 6,Bin 7,Bin 8,Bin 9,Bin 10, Bin 11, Bin 12, Chord
0.17215954856962598,0.29338547638708057,0.18613091984138505,0.49672798857743733,0.840680836075454,0.4273851023921103,0.12115631423416505,0.14341468948008093,0.4987608734374004,0.9478674840896109,0.5538601334529264,0.10841228957863103,a
0.14264994597632283,0.22413888403826396,0.158545341713032,0.3528315431915981,0.5397584957617438,0.26852948851699193,0.05552285907037561,0.059647877660579086,0.5223728940889308,0.9938427645265033,0.5605141260382407,0.13404654565739346,a
0.1719799928145314,0.2502227407575325,0.15177876688412345,0.23885161166769606,0.41528293810278366,0.27744938499387367,0.12807220090334623,0.1299359402844776,0.5841586977490437,0.9786885274481535,0.5347351317713279,0.11017189810737833,a
0.2715229812198476,0.4557938860182787,0.28878681557694225,0.44496247872125033,0.8226124497229993,0.5079255157621213,0.19762862399374903,0.1655152650457827,0.5338502046541206,0.9209461975337923,0.5504230383608602,0.20594404260438928,a
0.2075169181925011,0.36260907877377796,0.24979699659122154,0.30419581192492573,0.5446192817060893,0.3625281792387006,0.20401458941242337,0.16927422910776552,0.5322524596251476,0.9769994967994979,0.5786275034214973,0.1824493272167795,a
0.2613332681833521,0.5003530397531826,0.34841568715365384,0.2710756233041932,0.47114804563046525,0.3077520787359114,0.13668300066690411,0.1254904361115903,0.501436594775416,0.969323506474653,0.6030734000556374,0.1664841754492626,a
0.261702549999082,0.4646635991939952,0.3224189733968214,0.38527714546233277,0.6977719913443436,0.4437091880584809,0.20854807667913233,0.17310661837586958,0.4926349549923306,0.9087580891629712,0.572465937790666,0.19758291014508653,a
0.2630917333647404,0.3665743162039325,0.2512408318963572,0.43493010125630216,0.6974620786656248,0.3905941319731823,0.1851830829246161,0.2309896445859224,0.6131927890793982,0.9328458730811253,0.5768062303602045,0.3176726948042881,a
0.4053036693110949,0.5195801097170197,0.35137957379415274,0.5944113266346863,0.9259890720270572,0.5196753270982751,0.2333767618764537,0.307515882795382,0.5264455136643976,0.7141472063705371,0.51450205204888,0.5859729439419865,a
0.42176359986458367,0.5776462332064801,0.3814087145201674,0.5309156898538344,0.8237196498324257,0.483023581679936,0.22872508025156912,0.3071497479237189,0.6262953105397131,0.9355764325475193,0.585256933118465,0.4847592108382536,a
0.2447661170233192,0.4723863913750737,0.33736770681139006,0.35467785768841803,0.5781037202662863,0.32696319651824074,0.08028969766463973,0.08313405903205039,0.5026144132399174,0.992490460956469,0.5853335824337093,0.15476941630679442,a
0.3122804523394381,0.5824400449453101,0.4030704658639998,0.4443578260617242,0.7664361746729853,0.5174979442808507,0.23302288749569652,0.1657598650722246,0.4793346273298304,0.9066139883078778,0.5558042508108033,0.16366048816653997,a
0.23262512404863978,0.43975229513271336,0.2881713096223535,0.5529550980820892,0.9471899976035428,0.49429350080386236,0.09561240259584522,0.11951618471166009,0.5060071170434565,0.966790239517534,0.562117707664849,0.10873509861957661,a
0.2519424327532782,0.33732946207146336,0.23714846574624865,0.406066302424914,0.6670082812100314,0.38635012516654665,0.16025736400484802,0.14329116483951784,0.5468073433021254,0.9421086005272943,0.5813797604522323,0.28755231483608895,a
0.25843983510124674,0.3761341244714653,0.2508949589835294,0.3556377175495421,0.6111964451846206,0.37621108609335974,0.16793527312251708,0.15431184322994954,0.5347633360923527,0.9959975223905059,0.611477692018453,0.29345943025871135,a
0.2926710121035896,0.49228198306848003,0.3096896586474965,0.39416484996145273,0.6225024138442324,0.36084387965750564,0.13893280295535923,0.18395798159780963,0.604526670937259,0.9462589580647701,0.538514127051571,0.2165971046703501,a
0.27954376215082716,0.42774221307051735,0.3023965274568778,0.3476667338643581,0.5574154343999462,0.3754481836113334,0.24546996392518866,0.20759672742128318,0.5821118422553907,0.9697330372624713,0.5768008645888946,0.2888730330967349,a
0.30098613542144076,0.44073042978942567,0.31059749296121064,0.3763988443589425,0.6155192515276623,0.3678758001717091,0.1979106967165402,0.20542629102158402,0.5787109738372902,0.9543577868846056,0.5764906031328171,0.36633838478088127,a
0.2636396596244742,0.5111829864212662,0.3995094700885477,0.508201761202394,0.8712191477178651,0.5273964316059915,0.22377363416758192,0.1982990068749226,0.47758285923839844,0.8457208101237063,0.5203679414550705,0.15664237399506672,a
0.25777373516574603,0.4875745490333936,0.3835392443355489,0.4253976293100978,0.6542119890129646,0.4151716298293312,0.2094787210010156,0.1874033874324199,0.5196984144718401,0.9418219608439758,0.5611728295937977,0.16396276583396396,a
0.478368643330834,0.7870901332181099,0.48238011261067465,0.21906831060093787,0.29108875522084027,0.19140077459898697,0.10825119246012807,0.1238135547122523,0.5583634783208075,0.9485643305611665,0.5267398397427867,0.1963164625571572,a
0.23055153589642477,0.35074890169504247,0.26358620990884934,0.31948476536148324,0.5319343438818747,0.3586940964344583,0.199592865440493,0.16640218260381112,0.48583818684806257,0.9105493226755318,0.559386816660868,0.2519072092912369,a
0.3056601715914849,0.5143375042291094,0.3312583242612251,0.1728557371186597,0.24803977170186062,0.20194058213754404,0.15038787791169933,0.1436769880181606,0.5164681945974138,0.9743894816110791,0.5862771300481107,0.15620493453094222,a
0.267301867753498,0.5831530605476143,0.3929800987048905,0.1689265946504575,0.2626759538362535,0.2093206336396569,0.15721644999486858,0.1484079929843873,0.5167519135423108,0.9723965975614403,0.5992835797579747,0.12833889336405965,a
0.2107103542149787,0.37004000698165307,0.25851718703428445,0.32552802517209584,0.5393415925582545,0.34429016304951643,0.17389236138356381,0.1318079271449543,0.5467997567438516,0.9753955502124776,0.5495848482581607,0.1469463778889664,a
